;text;target
1577;jezec umei sie zrobic zadanie z skrypt to nie trzeba sie obawiac kolo chyba z akurat brzydki pogoda wplyc na humor kosmit to dac zadanie kosmiczny on zdanie banalny roll nic z ten rzecz;3
1578;poziom zadanie byc bardzo wysoki trzeba naprawde porzadnie znac fizyka nie tylko sam wzor zeby sie do on zabrac;1
1579;juszkiewicz j doktor inz;0
1580;robic z dobiegowka ale i tak nie byc zbyt latwo zaliczyc;3
1581;niektory moze przerazic;1
1582;minus byc to z jesli chciec miec wiecej niz musiec isc na exam albo zdobywac punkt na wyklady;1
1583;gdyby nie docent;0
1584;dawac latwy zadanka na egzamin;2
1585;trochy to byc plus byc to ze nie trzeba chodzic na wszystek zajecie ja byc em malo duzo na polowa;3
1586;zaliczec przedmiot byc kolokwia ogolnowydzialowy wiec nie moge napisac jaki poziom trudnosc zadanie dawac za zaliczenei;3
1587;glownie to popisuc sie blyskotliwoscie na wyklada byc pare okazja gdy mowic z teraz byc mozliwosc zaliczyc przedmiot jak sie odpowiedziec na pewien pytanie ale tez byc inny nietypowy zaliczenie;2
1588;pani to byc dwoja d wyklad nuuuuud ale wzor ktore podawac przydaj sie na kol kola kosm i;3
1589;tak problem byc przedstawic klarownie kolokwiac czastkowy latwy jesli sie czlowiek uczyc nie miec zaden w norm przyjazny student tez czlowiek polecac miec na imie agnieszka nie Teresa tak sie przedstawiac na pierwszy zajecia;2
1590;niesprawiedliwy;1
1591;wyklad byc prowadzic zrozumial wszystko zapowiedziac kartkoweczki kolos trudnosc faktycznie sredc;2
1592;podczas cwiczenie przerabiac sie list zadanie udostepnic przez wykladowca totez radzic on rozwiazac w domek i solidnie obkuc;3
1593;wyklad zrozumiac jednak monotonny;3
1594;powiedziec z tu byc zle tam tez ale ogolc byc okolo i lub wpiy;2
1595;pani doktor sprawiac wrazenie bardzo sympatyczny i milej osoba zaraz na poczatek stwierdzial z zycza my wszytki zaliczen w kolo bo miec wtedy mniej praca przy egzamin ale tak rozowo nie bylo na kolokwia bywac roznie bo dawac bardzo zroznicowac pod wzgled poziom trudnosci grupa i w zaleznosc od to do ktory sie trafic taki miec sie szansa ja akura udaloc sie zaliczyc w kol ale podobno na egzamin byl straszny masakra zaliczylac tylko garstek osob;3
1596;kurs analiza matematyczny ocena bardzo dobry;2
1597;motyl e kurs podstawa elektrotechnik i elektronik wyklad ocena moc byc b u pan motyla miec em wysoko wymienic kurs jako wykladowca byc moj zdanie mierna mamrotac cos pod nos kiedy pisac na tablica ciezko byc cokolwiek z to wyluskac wal ten wszystko w suma dla siebie po pare zajecia zmienic smy sala na taki z rzutnikie i wtedy przychodzec na wyklad juz calkowicie stracic sens gdyz pan doktor non stop zmieniec slajdy i nadal mamrotac do on pod nos warunek zaliczec egzamin zrobic my grupa parzysty i nieparzysty zaleznie jaki liczbe litera w nazwisko sie miec p i kazdy miec swoj zagadnienie ktory byc w identyczny forma na egzamin termin egzamin ja zaliczyc em na pierwszy na;1
1598;pan doktor czuc wyrazny niechec do dziewczyna choc uwazac ze powinien juz sie przyzwczac skoro prowadzic labork na wydzial chemiczny;1
1599;pokazywac bledy i nalezec on poprawic;3
1600;jesli wiec nigdy nie programowac es zapic sie do ktos inny;0
1601;w ciag semestr kilka kartkowka nieobowiazkowy ale zdobywac sie dzieki on dodatkowy punkt;2
1602;kurs algebro z geometria wyklad cwiczec ocena bardzo sympatyczny ale srednio tlumaczy pan kornel byc spokowyklad co prawda niewiele pomagajac w nauka algebry ale z zaliczeen cwiczen to wielki problem nie miec dopytowac i raczej mozny u on zaliczyc chociaz musz powiedziec z jeden kolezanka niezaliczylac dopytka wiec cosc tam trzeba jednak umiec;3
1603;wozniak Wladyslaw artur dr inz;0
1604;kurs podstawa analiza matematyczny wyklad analiza matematyczny ii wyklad i cwiczenie pani doktor bywac osoba roztrzepany jednak w swoj specyficzny tlumaczen pokazywac wiele ciekawy rzecz i zalezec on na to by student rozumiel i by nauczyc on wszystko kolokwi byc trudny ale jak juz ktos isc na egzamin to duzo czesciej zaliczac niz u inny prowadzic narzekac na on nie wiedziec co szczegolnie student elektornika niemniej wyklad byc prowadzic bardzo dobrze cwiczenie jeszcze dobrze tlumaczyc rowniez bardzo dobrze o ile sie miec podstawa z szkola sredni a nie pytac glupio;3
1605;informatyka lab na poczatek z doktor nie byc zaciekawi;1
1606;wiec twoj zaliczec w twoj reka;3
1607;opinie na podstawa kurs wytrzymalosc material ii z egzamin na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc;2
1608;pani profesor Jolanta dlugosz byc naprawde spoko;2
1609;sprawiac wrazenie jakby nie wiedziec co tak naprawde miec nauczac i o co chodzic;1
1610;jesli miec mozliwosc a semestr zapowiadac sie na tyle ciezko ze warto wrzucic na luz zapic sie do kapelka;3
1611;jak brakc punkt do zwolnienie z egzy brac na dopytke;2
1612;i naprawde warto chodzic na konsultacja;3
1613;sprawozdanie oceniac wedlug swoj widzimis ale nie krzywdzaco;3
1614;to wazny jak ktos to nie lubic;3
1615;kurs analiza cw ocena polecac przed kol m co na on bedzie a co na pewno sie nie pojawic;2
1616;zauwazyc em ze jesli miec sie dobry ocena z kartkowko to nie brac do tablica;3
1617;na kazdy z list byc srednio zadanie ktory nie byc zbytnio trudny i zawierac w swoj tresc esencja wiedza jaki trzeba posiasc zeby zaliczyc ten przedmiot i pozno moc powiedziec ze sie cos umiec z ten przedmiot co do zaliczenie;2
1618;wazny byc obecnosc ktora sprawdzac bo na drugi kolo jesli bedzieshc pisal takowy mozesh bedziesh mial latwiejsza grupe potrafic nauczyc ale nie potrafic zaliczyc podstawa zaliczec laborek byc zaliczec wszystek zajec na laborka co tydzienc jakies zaliczec kilka rysunkowa reczny ktore robic sie w dom i oddawac w wyznaczyc termin;3
1619;nie mozna do on mowic pani doktor bo to on obrazac;1
1620;robic wszystek zadanie z skrypt bradzo rzadko brac kogos do tablica;2
1621;szewczyka nie wolno lekcewazyc nie wolno rowniez wrzucac on na sam koniec kilka sprawozdanie na raz bo zwyczajnie on podrza;3
1622;dosc latwo sciagnac ale trzeba uwazac u ja na termin zaliczyc z osoba na z i dopiero na trzeci reszta;3
1623;nie byc lekko rowniez z sprawozdania choc tu nie zwracac az tak czesto;3
1624;jednak nie byc az tak zle u on jakby sie wydawac ja byc z wydz mechaniczny nie wiedziec jaki miec podejscie do studentow na przyklad na elektronika ponoc byc ostrzejszy;3
1625;no nie wiedziec ja sie nic nie nauczyc m byc to dla ja czysty strata czas;1
1626;kurs chemia analityczny i zasada ten pani mozny strescic tak;3
1627;Jesli srednio umiec i chciec z usmiech wychodzic z sala to;2
1628;ciezko tez o przedluzec sesja lub podobny kombinacja alpejski;1
1629;  chemia nieorganiczny i wyklad profesor;0
1630;mozna miec jeden nieobecnosc kazdy nastepny ocena w dol;0
1631;obecnosc nieobowiazkowy;2
1632;potwierdzac z usmiech na usta besc ty udowadnial z i tak nic nie potrafic ale moze w koniec stwierdzic z laskawo ty zaliczyc;1
1633;miedzynarodowy standard praca elektryczny puszczac slajdy bardzo nudny obecnosc ewkolokwium sztywniak neutralny moc byc ale tylko z wzglad na rodzaj zaliczec profesor miec dar zanudzanie;3
1634;co do socjologia chodzic na on okolo osoba z jakis;3
1635;wiedziec co wymagac a wymaganie stawiac kazdy grupa indywidualnie miec porownanie bo lacznac przeszedl u on juza conajmni wf ow;2
1636;tak i to byc prawda;3
1637;bauer joanna dr inz;0
1638;stosunek do student negatywny;1
1639;doktor jagiello kolaczyk kurs historia cywilizacja b wyklad w miary ciekawy byc za nic a jesli chciec to cos napisac;2
1640;bardzo mila laborantka Choc prawda byc z nie orientowac sie w niektory cwiczenie ale to dlatego z dopiero zaczynac uczyc;3
1641;pan ten polowa wyklad i cwiczenie poswiecac swoj wywod na temat nie zwiazac zupelnie z wykladany przedmiot pogoda marynarka psota tablica i tym podobne;1
1642;na podstawa wprowadzic do technika podst;0
1643;na kolo trzba napisac program na kartka ale mozna miec wlaczony komputer;0
1644;z zaliczeen nie miec problem jednak z kola niestety nie bylo ani jeden tka sam rk par i nawet par dwoj kotarba byl to zaskoczc;3
1645;nie miec zaden stres mily stosunek do student zaden problem;2
1646;wykladowca moze i dobry ale jezec ktos nie mial wczesni do czynic z C to unikac jak ogien;3
1647;wszystko byc tlumaczyc tak dlugi az nie zrozumiec;2
1648;ocena unikac pomimo z dobrze ten pan wspominac to nie polecac osoba slaby jak nie umiec to nie idz ja musial on czas tlumaczyc jak niektory zadanie robic bo nie byc zorientowac mimo duzy wiedza;3
1649;jak sie miec pierwszy dzien zapis po to mozny juza zapomniec o wolny miejsce;1
1650;miec em kosz z pan gryszko i szukszto jednak ten byc dobry;2
1651;byc po technikum i nie miec em zaden problem z zaliczeen laborka na;2
1652;analiza matematyczny i wyklad algebro liniowa wyklad analiza matematyczny ii wyklad b jeden z ciekawszy prowadzic z ktory miec em do czynic na polibuda;2
1653;radzio byc dobry na odbebniena human;2
1654;z wyklad dwa kolokwi latwo jesc napisac jesli sie zrobic zadanie ktore wczesno podac;2
1655;jesli skonczysz eksperyment zbyt szybko lecic jeszcze na przepytka pani Ewa naprawde uczyc;3
1656;on glos byc strasznie monotonny i po minuta wyklad myslec sie albo o to zeby sie gdzies polozyc i zasnac albo o to zeby siebie juz gdzies pojsc;1
1657;nie zawsze zrozumialy;1
1658;no ja akurat po justynka az tak dobry wspomnien nie miec jak przedmowca mimo wszystko laborka przeszlac racej lekko tez moge polecic;3
1659;koles byc nieprzewidywalny;1
1660;zadanie byc z list ktory kasia sam rozwiazowac lub byc rozwiazac na on www lub na zajecia;2
1661;mowic zrozumial i co wazny maze tablica w kolejnosc pisac po on to w on bardzo lubic em problem przedstawiac klarownie wyjasniac i podawac najlepsza metoda na on rozwiazac do wszystko dorzuci przykladowy zadanie i wszystko byc jasny;2
1662;aby u on zaliczyc wystarczyc robic zadanie z skrypt poniewaz wszystek na kolo pochodzic wlasnie z on;2
1663;wyklad nudny;1
1664;o wyklad sie nie wypowiadac bo zawitac em na on tylko raz;0
1665;ocena moze byc zaliczec kola egzamin nie potrafic poradzc siebie z student ciagle on ktos przeszkadzac na sala szum i rozmowa byc trochy nie slowny jak m z czegos nie bedzie to i tak bedzie przygotowywac kola jak on sie podobac na drugi kolo trafilo ja sie zadanie z poczatek wykladow co obowiazywalo na kolo ogolnia nie byc zla zadan nie dawac jakis wyszukany i trudny trzeba sie troche przygotowac ale luzik jak dla ja zaliczyl w egzamin;3
1666;wprowadzic do eit czfizyczny prowadzic razem z profesor;0
1667;trzeba naprawde chciec zeby nie zdac;2
1668;trzeba tez robic teczka czyli stos kserowka okolo kartka na glowa ktory i tak nikt chyba nie przeczytac wiec nie wiedziec jaki byc on sens chyba jakis powiazanie z czlowiek z kser wink goraco polecac mimo wszystko;3
1669;ale nie przeszkadzac on jak nie uwazac ale musiec siedziec cicho i zajmowac sie na przyklad gazeta i tym podobne;2
1670;raczej on nie miec czas na to zeby pomagac na kons;1
1671;historia filozofia czlowiek i religia ocena dac sie przezyc b jesli chciec podyskutowac z pan ratajczakie nie miec sprawa;3
1672;miec spory poczucie humor czesto dowcipkowac ale tez czesto robic siebie jajo z student wiec nie brac na powaznie wszystko co mowic;2
1673;kurs niemiecki b i b e polecac b z pani irina miec m dwa kurs niemiecki i bardzo milo on wspominac;2
1674;no moze ten niechec spowodowac byc rowniez to ze nie zaliczyc m w kolokwia tylko dopiero na egzamie ale zadanie byc latwy;3
1675;jesli zabraknac ty na zaliczenie punkt to ty nie dac bo mowic ze zasada byc zasada;1
1676;starac sie wytlumaczyc wszystko robic duzo zadanie na tablica;2
1677;nie robic projekt termin kolok podst popr jak sie uczyc to zdac;3
1678;doktor dudek lubic zadanie na;0
1679;kolo byc w forma test wybor;0
1680;w semestr SA dwa kolokwiac zadanie tylko i wylaczc z list z cwiczen Jesli komus nie udac sie zebrac to pozni byc jeszcze kolokwium calosciowy;3
1681;nie radze uczyc sie z skrypt raczej z notatka z wyklad;0
1682;takze konsultacja z sasi a;2
1683;do tablica brac na wyrywka i wstawiac jakies plus lub minus na ktore jednak nie zwracac uwaga tak naprawde nie wiadomo po co on SA;3
1684;na poprawka nie przepuscic nikt kilkadziesiat osoba musiec powtarzac kurs;1
1685;robilac rozny poziom trudnoscic na kartkowk ale ogolc byly raczej latwy;3
1686;fizykac laboratorium b na zajecia pelny luz nie miec zaden kartkowko facet nie wywalac z zajecia w sprawk to sprawdzac tylko czy wynik byc podac w poprawny formi tzn tak by blad pomiarowy byc podac po przecinek a wynik z dokladnosc do dwa cyfr znaczacy czas zdar on sie przeczytac wniosek a na zajecia moc sie czas zapytac gdzie dane zjawisko badz reguc miec zastosowanie;2
1687;ja raz nie byc em w zwiazek z co nie mogl em skorzystac z lask a;3
1688;przyjazny przy oceniac ale pouczyc sie u niegac tez mozny;2
1689;informatyka wyklad jak trafic sie ten pan to nie za dobrze wyklad prowadzic bez sens nic sie nie mozna dowiedziec zawsze do tyl wzglad cwiczenie wymagac by byc na ten nuda sprawdzac obecnosc lub wywolywac na koniec wyklad pare osoba losowo z dowod na koncu byc test pytanie z kosmos ja grac m w chyb i ltraf i;1
1690;sprawozdanie nie trzeba robic recznie;2
1691;wejsciowka prawie na kazdy spotkanie tak wylatujec jesli nie wiedziec dosc dobrze co byc robic;1
1692;jesli chodzic o podejscie do student to pan profesor nie byc matka teresa i zaliczenie nie dac ty za nic;3
1693;spac mozny jak na wiekszosci humanow pelen luz z zaliczeen zadc problemow a chodzic nie warto bo i tak sie z to nic nie wyniesc tylko czas sie tracic uwierzcie ja byl raz na i ostatni przy wpies i powiedzial jeszcze zdanie i miec;3
1694;miernictwo elektroniczny laborka ocena unikac na laborka trzeba wszystko juz umiec lacznie z obsluga przyrzad;1
1695;niestety nie miec smy wybor na i rok nie byc zapis;1
1696;jak ktos chciec sie nauczyc to szczerze polecac d;2
1697;sam zajecie prowadzic wpozadek brac pod uwage tylko stryc merytoryczny ale pani doktor no coz;3
1698;raczej isc na reka jak tylko sie dac aby kazdy moc zaliczyc;2
1699;ogolnie polecac aha bardzo lubic udowadniaca przez indukcja;2
1700;zero poczucie humor;1
1701;jezeli chodzic o zaliczenie ten zawsze dawac ten sam test co rok wystarczyc sie w on zaopatrzyc i kurs bez problem zaliczyc;2
1702;zdecydowanie odradzac;1
1703;pytac z kod podczas oddawac program;0
1704;praca na autocadza oceniac w miara obiektywnie chociaz lubic sie czepiac;3
1705;u my jeden dziewczyna olac referat i sciagac na jeden kolo przylapac i wyproszyc z sala a dostac;2
1706;jedyny wada bylo to z zadanie ktory bylo trzeba pisac na zywo na zajecie zalecenie prowadzacy wyklad byly troche zagmatwac wydawac ja sie z po prosty pierwszy raz prowadzil ten kurs ale wszelki nie jasnoscic wyjasnial lub zaliczal na korzysca student;3
1707;miec em z pani bryja wyklad z mechanika ogolny i mimo iz miec em to nie wspominac to za dobrze poprost nie miec wlasny wiedza na kolo tylko na blaszka trzeba wykluc pytanie przykladowy ehhh tak to niech sie uczyc na medyczny d ale kazdy powinien sie przynajmniej raz z pani doktor zmierzyc zeby sam ocenic pozdrawiac;3
1708;  pan profesor;0
1709;jak widz ze student umiec do on sowic wynagradzac po prosty bardzo dobry nauczyciel swietnie tlumaczyc czas widziec metny wzrok student nawet z upor maniak cierpliwosc tez miec wielki polecac ocena cel;2
1710;Jesli sie juz pytac o cos to dobrze mio cos w glowa zeby nie powiedziec cos glupi;1
1711;ogolnie moc byc ale na wyklad zaopatrzta sie w gazeta ksiazka mp i wszystko co moc zabic nuda;3
1712;nie miec luz ale nie miec tez jakis terror;3
1713;kurs cywilizacyjny aspekt motoryzacja super b na pierwszy zajecia przedstawiac zasada jezli losowo wybrac osoba z grupa okolo zaliczac kolokwium to nieobecnosc nieobecnosc i tak dalej;2
1714;teoria obwod to przedmiot ktory trzeba sie uczyc i raczej nie dac sie on przejsc bez jakikolwiek wysilek;3
1715;notatka z cwiczenie pomocny w nauka do kolo;2
1716;uwaga trafny zajecie urozmaicc;2
1717;na koniec robic kolokwium na ktory radze przygotowac sciaga;3
1718;na poprawka ten sam zadanie co na pierwszy termin a nawet taki sam jak rok wczesni troszke nie sympatyczny powierzchownosc brac do tablica i wstawiac minus p ale ostatecznie skala punktow zostalac dostosowac pomyslnie dla wszyscy pan;3
1719;mozna sie wyspac lub pograc w quake a na przyniesiony laptopa;2
1720;pan doktor lubic po prosty miec czesty kontakt z student niewatpliwy plus byc jednak to ze nie miec on w zwyczaj wyrzucac z zajecia;2
1721;koles byc smieszny spozniac sie na zajecia i gadac dziwny rzecz byc nawet kilka raz nietrzezwy na zajecia co powodowac smiech na sala;3
1722;zadanie na on byc bardzo prosty przyklad umieszczac na swoj strona internetowy;2
1723;mozna z on pogadac na zajecia na luzny temat duzy uwaga przykladac do wymowa sam duzo mowic po niemiecki i od student tez wymagac;2
1724;ogolnie nie polecac ten gosc bo duzo osoba oblac ale nie ja;1
1725;a ten zaliczyc em bo sprawdzac to ktos inny;3
1726;opinie na podstawa kurs wyklad na wydzial w wemif to czlowiek z kategoria ten co pisz lewy rek a prawo scieraja potrafic wylozyc teoriea jaki miec znac i zrobic kilka zadana;3
1727;zajecie prowadzic z skrypt brac listy obecnosci i pokoleic kazda isc do tablica w ciagu h z raz trzeba isc d nigdy u on nei robil notatek z cwiczen zadanie robil sam z skrypt i wystarczyloc to by zaliczyc na d podstawa ocena to zaliczec oczywisc dwoch kol zadanie na kolo typowo skryptowy niestety na drugi zupelc odbiegaly ale ale zaskoczylac ja ten pani mowiac na drugi kolo z mozny wyciagnac skrypta i wlasny notatka lol;3
1728;soroka podkreslic zeby przynajmniej osoba chodzic aby profesor sie nie produkowac na darmo ogolnie to bardzo mily prowadzacy a co do laborek z organiczny to zgadzac sie z mya;2
1729;kurs finanse firma polecac b jak wysoko wyklad calkiem ciekawy;2
1730;napisac wypracowanie na wybrac przez siebie temat zwiazac z ktorymkolwiek wyklad wtedy max to chyba;3
1731;pawlak;0
1732;na zajecia trzeba chodzic i mozna opuscic on raz w semestr bez podac powod;3
1733;rozgrzewka bardzo wyczerpowac ale SA element joga;3
1734;w moj grupa byc sam dziewczyna a on byc z to wyraznie niezadowolony i na kazdy zajecia udowadniac my z nie miec zielony pojecie o komputer a co dopiero o programowac;1
1735;dobrze zwracac uwaga na niuans mogace pojawic sie na test ktory jak wiadomo skladac sie z pytanie i na zaliczen byc ukladac byc on z raz a raczej glownie pod oko profesor;3
1736;on po prosty byc pedantyczny;1
1737;no ale kto i dlaczego on polecac;3
1738;nie stwarzac jednak problemow z odrabianie nieobecnosci gdyz miec bardzo duzoc terminow jesli zapisalo sie na termin ktora z jakis powodow jednak nie pasowac zawsze mozny przyjsc w inny po ustalic to z on;2
1739;on na to ze faktycznie i ze w taki raz miec zgadnac co o nzaznaczyc jako dobry;1
1740;malo kto znac sie na to wiec ocena bywac rozny;1
1741;fizykac laborek od bieda ujsc b pani czepialsko;3
1742;poziom trudnosc kolokwiow byc sredni;3
1743;za to on podziwiac;2
1744;zadanie prosty wystracz sie nauczyc to co byc na skrypt do laborka;2
1745;wyzebraca punkt tez sie dac d jeden z dobry prowadzic;2
1746;Krzysztof rohleder fizykac ii wyklad b wyklad z fizyka ii miec em z doca;0
1747;zgadzac sie z powyzszy opinia;3
1748;atmosfera na zajecie naprade fajny;2
1749;  prz t;3
1750;nie ukrywac ale jak dla ja to zajebisty prowadzak mial z on analize i cwiczec i gosc byc spoko usyszycie o on duzo zly rzecz ale nie wierzcie nigdy w ten cowac mowia owszen zadanie jaki dawac na kol SA kosmiczny jak to on sam m i przewaznie za nie miec sens sie zabierac bo byc na wyzszej polka zadanie dawac dziwny ale na cwiczenie wsio konkretyzowac wiadc jaki typ zadac n bed na kolo zadc zbedny bzdura co sie nie przydajac zadanie w wiekszosci sa do roziwazania poprzez logike przed wszystko i dlatego nie zawsze mozny wpasc na rozwiazna ale nia miec bardzo konkretnegogoscie wsio powiedziec na cwiczenio i wklad potrzebny byc tylko na egzamin jesli sie nie udac w kol a on brac mala czesc to co obejmowac wyklad polecac dla czlowiek myslacy logiczn nie odstraszajc sie on wygladem to bardzo sympatyczny czlowiek;3
1751;chemia nieorganiczny ii wyklad pan profesor;0
1752;wystarczyc chodzic na zajecia na kazdy zajecia sprawdzac obecnosc;3
1753;zadanie dawac prosty nie wprowadzac na zajecie atmosfera strach a dodatkowo jak widziec z grupa czegos nie rozumiec star sie powtorzyc wyklad na swoj sposob;2
1754;ogolnie do przejsc kobieta;3
1755;kolokwiac dosc standardowy uwaga;2
1756;najwazniesza dla on byl w sprawozdania dyskusja bledow oraz zapis wynikow na odpowiedni liczba miejsce znaczacych;3
1757;prawda byc ze byc masakrycznie ciezko u wujky jurek;1
1758;niestety byc kobieta niereformowalny i za napisac program po swoj chocby dzialac i byc bardzo zoptymalizowac niz on dostawac sie albo;1
1759;zajecie czas bywac troche nudnawy ale wowczas janaszak widziec ze wszyscy prawie spic opowiedziec jakis kawal co by obudzic student;3
1760;dobrze byc cos umiec dobrze niz kilka rzecz ale po trochu;3
1761;dostac smyesor on po chyba tydzien;1
1762;kolo na prawda prosty nie miec sie co obawiac;2
1763;zeby miec sprawdzic egzamin trzeba zaliczyc kolo i wszystek kartkowka;0
1764;problem byc niedyspozycyjnosc pan doktor ciezko on zlapac szczegolnie w trakt sesja;1
1765;jezeli chodzic sie na wyklad ten am nie byc taki straszny;2
1766;nie lubic gdy ktos sie spaz n;3
1767;przyjazny nastawienie do student;2
1768;nie uczc sie tylko z instrukcja;3
1769;to znaczy jak byc to mechanik to nie starac sie wchodzic za gleboko w labirynt matematyka tylko uczyc tak by w przyszlosc ten matme wykorzystywac;2
1770;jedynie dawac jakis uwaga na temat to co byc zamac co powinien sie jeszcze tu znalezc i tym podobne;3
1771;kolo standardowy zadanie jak z skrypt pelny luzik;2
1772;bardzo przyjemny osoba przyjaznac student m po imie co poprawiac bardzo relacja nie spra w;3
1773;ocena sredc z kartkowei i ew odpytek;3
1774;uczyc jednak rzecz ktory nigdy sie nie przydadzic na przyklad rysoowac sruba bez uproscic kolokwium zaliczac brak podobno dawno byc zero tragedio;1
1775;na kolokwium sa zadanie;1
1776;nauka z skrypt w zupelnosc wystarczac do przygotowac sie do egzamin;2
1777;kurs fizykac wyklad b wyklada bardzo fajny na egz byc to co z wyklad ale egz faktycznie dosyc trudny trzeba zwracac uwage na kazd szczegolpolecac ten pytan zrobilam on i sie udalo a w ten ksera SA ponoc bledy wiec nie wiedziec;3
1778;calka serfinka i ten sprawa;3
1779;udawac ze kompletnie on nie interesowac co dziac sie na sala ale jezeli byc zbyt duzy zamieszanie to potrafic ktos wyprosic za drzwi tlumaczyc wtedy ze gdy on studiowac to nie chodzic na wyklad ktory on nie interesowec i tak dalej kolokwiac w miary przyjazny duzo zalezec od grupa zawsze a byc najprostsz tak jakos sie skladac zadanie z skrypt kolo K;3
1780;dobrze wspominac z on algabry p polecac;2
1781;kolo nie byc az taki trudny jednak trzeba sie do on przylozyc;3
1782;kartkowka SA co tydzien jak to u wszystek prowadzic labork z nieorganicznej;0
1783;Wieslaw dudek analiza matematyczny i algebry liniowa i wymagajacy ale spoko b prowadzic wzbudzac mieszany uczucie po pierwszy kontakt;3
1784;na zaliczen wystarczyc napisac cv i list mot;2
1785;nie miec mowa o przepisywanie czegos z skrypt;3
1786;gosc szalenie inteligentny zwiedzic kawal swiato poruszac bardzo ciekawy temat mozna sie dowiedzic mnostwo rzecz;2
1787;  za wszystek obecnosc prowadzic rozgrzewka minuta raz w semestr;0
1788;ogolnie polecac d;2
1789;goraco polecac;2
1790;wizyc na czyms taki honorowal jak obecnosc na zajecie;2
1791;trzmiel justynac mgr inz;0
1792;potrafil zaciekawic temat;2
1793;projekt sa banalny;2
1794;od ten moment stac em sie chyba ulub i;3
1795;w trakt kurs cztery zapowiedziac prosty kartkowka dzieki ktory mozna dorobic punkt wszystko rzetelnia i bez niespodzianka;2
1796;poza normalny program dwa program zaliczeniowy pisac przy wylaczyc necie;3
1797;obecnosc nie sprawdzac;2
1798;dla porownac na egzamin przeszlo dodatkowy z on grupa cwiczeniowy;3
1799;zadanie projektowy nie byc trudny;2
1800;hahah d jak czytac wasz comment to smiac ja sie chciec d ja z jj flacha przezyl na roq laborke i wykladc d;3
1801;mimo z napisac sie z on wszystko to ocena nie SA wyzsze niz;1
1802;ja miec m z on algebre i radzic zaliczac u on w kolokwi lub za pomoc tak zwany dopytka bo zadanie z egzamin on sam nie potrafic rozwiazac;3
1803;no wyjatek byc dzien w ktory pan profesor wojciechowski uzywac zestaw z mikrofon;3
1804;nastepnie doktor rusek mnoze przez siebi dwa ocena i ratowac ty;3
1805;fakt u profesor wszyscy zaliczajac jednak forma ostateczny zaliczenie moc byc zaskakujacy albo przepisanie recznie strona on skrypt uwagac dosc duzo blad w on zwlaszac w wyprowadzenia wzor albo policzec ile mozny utworzyc para z kropka jeden osoba odpowiadac pozostale na sala zaliczac lol;3
1806;polecac;2
1807;a no i jeszcze jeden pan doktor czas sie zaieszac tak na okolo minuta;3
1808;problem byc wytlumaczic bardzo dobrze;2
1809;zadanie byc bardzo podobny do ten ktory byc liczyc na powtorka;2
1810;wiekszosc;0
1811;moge polecic;2
1812;jednak na cwiczenia zrealizowac smy tylko okolo material inny grupa pewnie dlatego nie chciec my slac na egzamin;1
1813;trzeba miec co malo obecnosc aby zaliczyc kurs;0
1814;ogolic spoko koles polecac na kolo zadanie bardzo prosty poniewaz nasz wykladowca miec problem z dodawaniem ulamk;3
1815;Janaszak tadeusz doktor analiza matematyczny i cw sposob prowadzic zajecia potrafic wytlumaczyc i poruzumiec sie z student czy potrafic nauczyc tak podstawa ocena w indeks zaliczec dwa kolokwiac punkt za kartkowka rozwiazac zadanie przy tablica niespodziewajka nie poczucie humoruowie jakis zarcik ogolny podejscie do student bdb student tez czlowiek nie robic zaden problem jezeli chodzic o nieobecnosc na zajecia ale wiadomo bez przesada ocena ogolny numer swietny czlowiek;2
1816;ogolnie pelny luz sensowny prowadzic zajecia nie miec sie do co przyczepic;2
1817;puszczac list obecnosc na kazdy zajecia jednak nie pamietac zeby brac on pod uwaga przy wystawiac ocena;3
1818;pani doktor byc bardzo sympatyczny ale takze i wymagac;3
1819;generalnie to wolec by metr ktos inny niz pani doktor;1
1820;co powiat na cukierka dla cal grupa za zrobiyc praca domowy;2
1821;tlumaczyc bardzo dobrze i to on plus;2
1822;pytanie z kosmos na szczescie wystrzelac byc w termin bo nie wiedziec co by byc pozno;1
1823;zajecie polegajac zazwyczaj na to z rozdawac kserowka dzielic na grupa osobowy ktory dyskutuja na zadany temat a pan w ten czas jezdzic na krzeselko na koleczka nadstawiac ucho i notowac cos w swoj magiczny notes jednak to w zaden sposob nie wplywac na ocene generalnie wystawic ocena;3
1824;widac w dupa miec to co dziac sie na wykladzie bo czlowiek ktor nie znajac jeszcze podstawa c zadawac program ktore powinien sie pojawic po wykladzie a daleko byc juza tylko zle;1
1825;miernictwo elektroniczny cwiczenie i laboratoria ocena polecac;2
1826;jeden blad dyskwalifikowac zarowno sprawozdanie jak i kartkowka;1
1827;mozna przewidziec co byc ale kolokwia byc troche trudny niz u inny prowadzic dla ja osobiscie egzamin byc latwiejszyc;3
1828;ja polecac english file;0
1829;pan doktor zwracac uwaga zazwyczaj na jeden kolokwium u ja byc to pierwszy;3
1830;zajecie nudny jak flak z olej;1
1831;ogolnie nie problematyczny jak poprzednik wspominaja miec swoj swiat i motyw religijny przed zajeci moze co niektory zdziwice zajec bynajmni dla ja zbyt skryptowy raczej z ten nudnawy ktore studentow zwykly odpychac w stryc tawerna;1
1832;sposob na on byc umiec przedmiot;3
1833;raczej polecac;2
